"Pre-load",0.1,"N"
"Speed, flexure modulus",20,"mm/min"
"Test speed",20,"mm/min"
"Deformation","Standard force"
"mm","N"
4.56642,107.493
4.56975,107.532
4.57309,107.57
4.57642,107.609
4.57976,107.649
4.58313,107.686
4.58645,107.725
4.58977,107.768
4.5931,107.807
4.59643,107.849
4.59977,107.89
4.60312,107.932
4.60646,107.975
4.60978,108.014
4.61313,108.055
4.61647,108.097
4.61978,108.137
4.62311,108.175
4.62644,108.214
4.62978,108.251
4.63311,108.287
4.63643,108.322
4.63976,108.355
4.64309,108.389
4.64644,108.422
4.64977,108.458
4.65309,108.495
4.65642,108.529
4.65974,108.563
4.66309,108.594
4.66643,108.634
4.66977,108.669
4.6731,108.709
4.67644,108.746
4.67979,108.782
4.6831,108.819
4.68643,108.855
4.68977,108.893
4.69311,108.933
4.69644,108.972
4.69976,109.006
4.70309,109.042
4.70644,109.076
4.70979,109.118
4.71312,109.158
4.71644,109.193
4.71977,109.229
4.7231,109.264
4.72644,109.294
4.72979,109.331
4.73312,109.362
4.73644,109.396
4.73979,109.426
4.74313,109.452
4.74644,109.481
4.74977,109.511
4.75309,109.542
4.75644,109.576
4.75977,109.611
4.76309,109.644
4.76642,109.678
4.76975,109.713
4.7731,109.756
4.77644,109.794
4.77976,109.828
4.7831,109.865
4.78642,109.902
4.78977,109.934
4.79311,109.971
4.79645,110.009
4.79978,110.044
4.80311,110.079
4.80647,110.106
4.80978,110.141
4.81311,110.179
4.81645,110.21
4.81979,110.24
4.82313,110.268
4.82645,110.294
4.82977,110.322
4.83311,110.353
4.83646,110.383
4.83978,110.417
4.8431,110.446
4.84642,110.473
4.84975,110.502
4.85308,110.535
4.85643,110.567
4.85976,110.596
4.86308,110.625
4.86642,110.653
4.86978,110.681
4.8731,110.712
4.87642,110.743
4.87974,110.774
4.8831,110.808
4.88646,110.84
4.88978,110.871
4.89311,110.906
4.89644,110.942
4.8998,110.974
4.90312,111.011
4.90644,111.043
4.90977,111.077
4.9131,111.113
4.91646,111.143
4.91979,111.171
4.92312,111.201
4.92645,111.229
4.92978,111.256
4.93313,111.288
4.93644,111.316
4.93977,111.342
4.9431,111.369
4.94643,111.39
4.94978,111.418
4.9531,111.446
4.95643,111.475
4.95976,111.502
4.96311,111.528
4.96645,111.552
4.96976,111.578
4.97308,111.611
4.9764,111.642
4.97975,111.674
4.9831,111.699
4.98644,111.728
4.98978,111.758
4.99311,111.793
4.99645,111.825
4.99977,111.859
5.0031,111.893
5.00643,111.916
5.00977,111.944
5.01311,111.972
5.01645,112.001
5.01979,112.026
5.02311,112.051
5.02647,112.073
5.02981,112.098
5.03311,112.127
5.03644,112.149
5.03976,112.173
5.04311,112.2
5.04644,112.228
5.04977,112.252
5.0531,112.279
5.05643,112.307
5.05977,112.334
5.06309,112.364
5.06641,112.385
5.06975,112.413
5.07309,112.442
5.07643,112.466
5.07976,112.493
5.0831,112.52
5.08643,112.544
5.08979,112.566
5.09313,112.594
5.09644,112.616
5.09977,112.64
5.10309,112.664
5.10643,112.692
5.10978,112.717
5.11312,112.742
5.11645,112.766
5.11978,112.792
5.12313,112.816
5.12645,112.836
5.12977,112.859
5.1331,112.887
5.13644,112.913
5.13978,112.934
5.14311,112.953
5.14644,112.969
5.14976,112.992
5.15311,113.009
5.15645,113.033
5.15976,113.054
5.1631,113.075
5.1664,113.092
5.16974,113.11
5.17309,113.133
5.17642,113.156
5.17976,113.184
5.18309,113.206
5.18644,113.228
5.18977,113.247
5.19309,113.266
5.19643,113.289
5.19978,113.315
5.20312,113.338
5.20644,113.359
5.20977,113.38
5.21311,113.398
5.21646,113.417
5.2198,113.446
5.22311,113.472
5.22644,113.496
5.22977,113.51
5.23311,113.528
5.23645,113.549
5.23978,113.566
5.2431,113.584
5.24644,113.605
5.24979,113.625
5.25311,113.637
5.25643,113.654
5.25975,113.674
5.26309,113.697
5.26644,113.72
5.26976,113.738
5.27309,113.762
5.27642,113.787
5.27977,113.812
5.28311,113.834
5.28644,113.862
5.28978,113.882
5.2931,113.904
5.29644,113.931
5.29979,113.953
5.30312,113.975
5.30645,113.998
5.30977,114.02
5.31312,114.039
5.31645,114.061
5.31977,114.083
5.32311,114.109
5.32644,114.129
5.32978,114.144
5.33312,114.161
5.33644,114.179
5.33978,114.197
5.34313,114.211
5.34646,114.228
5.34977,114.239
5.3531,114.249
5.35642,114.26
5.35975,114.276
5.3631,114.291
5.36643,114.311
5.36975,114.326
5.37308,114.341
5.37643,114.359
5.37977,114.375
5.38308,114.399
5.38641,114.417
5.38975,114.434
5.39311,114.451
5.39645,114.47
5.39976,114.486
5.4031,114.502
5.40645,114.518
5.40979,114.534
5.41311,114.55
5.41644,114.564
5.41977,114.583
5.42312,114.601
5.42647,114.619
5.42979,114.632
5.43312,114.647
5.43645,114.664
5.43979,114.681
5.44312,114.698
5.44643,114.718
5.44976,114.735
5.45308,114.754
5.45642,114.773
5.45976,114.785
5.46308,114.799
5.46641,114.811
5.46975,114.823
5.47311,114.836
5.47643,114.854
5.47975,114.868
5.48307,114.885
5.48642,114.901
5.48976,114.914
5.49311,114.927
5.49645,114.946
5.49978,114.962
5.50312,114.983
5.50645,115.005
5.50976,115.022
5.5131,115.038
5.51643,115.054
5.51977,115.065
5.52311,115.08
5.52644,115.098
5.52977,115.11
5.53311,115.122
5.53647,115.135
5.53978,115.148
5.54311,115.162
5.54644,115.175
5.54978,115.186
5.55312,115.197
5.55645,115.208
5.55978,115.219
5.56311,115.233
5.56645,115.248
5.56978,115.262
5.57308,115.277
5.57642,115.286
5.57975,115.297
5.58308,115.309
5.58642,115.329
5.58975,115.346
5.59309,115.363
5.59644,115.378
5.59979,115.394
5.60311,115.408
5.60643,115.421
5.60976,115.442
5.6131,115.459
5.61645,115.479
5.61979,115.49
5.62312,115.504
5.62645,115.52
5.6298,115.533
5.63314,115.543
5.63645,115.557
5.63978,115.57
5.64311,115.582
5.64644,115.592
5.64978,115.6
5.6531,115.608
5.65643,115.615
5.65976,115.621
5.66312,115.632
5.66643,115.647
5.66976,115.655
5.67308,115.665
5.6764,115.674
5.67975,115.688
5.68309,115.698
5.68643,115.715
5.68977,115.733
5.69311,115.744
5.69645,115.757
5.69977,115.767
5.7031,115.78
5.70644,115.793
5.70978,115.812
5.71311,115.828
5.71642,115.845
5.71977,115.856
5.72312,115.871
5.72646,115.891
5.72978,115.903
5.73311,115.917
5.73643,115.928
5.73977,115.939
5.74311,115.944
5.74646,115.946
5.74978,115.954
5.75311,115.96
5.75646,115.965
5.75979,115.968
5.7631,115.974
5.76643,115.98
5.76976,115.99
5.77311,115.998
5.77643,116.007
5.77975,116.019
5.78309,116.027
5.78641,116.041
5.78977,116.053
5.7931,116.062
5.79643,116.075
5.79976,116.086
5.80309,116.099
5.80644,116.109
5.80978,116.119
5.81311,116.129
5.81645,116.144
5.81978,116.153
5.82313,116.162
5.82645,116.172
5.82978,116.186
5.83312,116.195
5.83645,116.202
5.83979,116.208
5.84312,116.218
5.84644,116.229
5.84978,116.236
5.85312,116.244
5.85644,116.247
5.85976,116.254
5.86308,116.255
5.86641,116.263
5.86975,116.266
5.8731,116.277
5.87643,116.284
5.87975,116.29
5.88309,116.298
5.88644,116.307
5.88976,116.316
5.89308,116.326
5.89641,116.337
5.89978,116.347
5.90312,116.361
5.90644,116.369
5.90977,116.382
5.91311,116.394
5.91646,116.407
5.91979,116.419
5.9231,116.43
5.92643,116.439
5.92977,116.446
5.93313,116.452
5.93645,116.458
5.93978,116.46
5.94311,116.468
5.94645,116.475
5.94979,116.479
5.9531,116.483
5.95643,116.487
5.95976,116.49
5.9631,116.496
5.96644,116.499
5.96977,116.503
5.97309,116.514
5.97643,116.516
5.97978,116.519
5.98311,116.524
5.98642,116.533
5.98975,116.544
5.99307,116.556
5.99643,116.565
5.99976,116.574
6.00311,116.582
6.00645,116.591
6.00977,116.6
6.01311,116.613
6.01643,116.622
6.01977,116.626
6.0231,116.635
6.02644,116.64
6.02978,116.648
6.03312,116.654
6.03645,116.662
6.03978,116.664
6.04314,116.667
6.04646,116.671
6.04978,116.673
6.0531,116.678
6.05643,116.68
6.05978,116.683
6.06311,116.683
6.06644,116.685
6.06977,116.687
6.0731,116.689
6.07644,116.69
6.07975,116.689
6.08308,116.688
6.08642,116.688
6.08976,116.69
6.0931,116.69
6.09643,116.698
6.09976,116.698
6.10311,116.702
6.10646,116.711
6.1098,116.719
6.11311,116.727
6.11644,116.734
6.11976,116.741
6.1231,116.746
6.12644,116.755
6.12978,116.763
6.13311,116.773
6.13645,116.774
6.1398,116.774
6.14311,116.774
6.14644,116.774
6.14977,116.78
6.15311,116.787
6.15645,116.793
6.15977,116.792
6.16311,116.784
6.16643,116.782
6.16978,116.783
6.17311,116.785
6.17643,116.786
6.17976,116.788
6.18307,116.792
6.18641,116.792
6.18975,116.796
6.19309,116.802
6.19643,116.81
6.19976,116.814
6.20311,116.821
6.20643,116.827
6.20976,116.835
6.2131,116.842
6.21644,116.846
6.21978,116.849
6.2231,116.849
6.22643,116.847
6.22978,116.848
6.23313,116.855
6.23646,116.858
6.23979,116.863
6.24311,116.86
6.24644,116.859
6.24978,116.859
6.25312,116.859
6.25645,116.863
6.25977,116.867
6.26311,116.867
6.26646,116.864
6.26977,116.863
6.2731,116.86
6.27642,116.863
6.27977,116.867
6.2831,116.867
6.28642,116.868
6.28975,116.867
6.29308,116.868
6.29643,116.874
6.29978,116.876
6.3031,116.878
6.30644,116.88
6.30976,116.883
6.31311,116.888
6.31645,116.896
6.31978,116.903
6.32311,116.907
6.32644,116.912
6.32979,116.913
6.33311,116.919
6.33644,116.924
6.33978,116.928
6.34311,116.931
6.34645,116.93
6.34978,116.925
6.35311,116.922
6.35644,116.924
6.35979,116.924
6.36312,116.926
6.36644,116.924
6.36976,116.92
6.37309,116.917
6.37642,116.912
6.37977,116.91
6.3831,116.911
6.38642,116.912
6.38975,116.911
6.3931,116.912
6.39643,116.912
6.39975,116.916
6.40307,116.921
6.40642,116.923
6.40978,116.928
6.4131,116.934
6.41643,116.94
6.41977,116.947
6.42312,116.949
6.42646,116.954
6.42978,116.956
6.43311,116.953
6.43643,116.957
6.43979,116.963
6.44313,116.96
6.44646,116.955
6.4498,116.951
6.45312,116.942
6.45646,116.939
6.45978,116.933
6.4631,116.928
6.46643,116.926
6.46975,116.921
6.4731,116.913
6.47643,116.91
6.47975,116.91
6.48308,116.907
6.48642,116.912
6.48978,116.91
6.49309,116.912
6.49642,116.913
6.49974,116.918
6.50309,116.918
6.50644,116.917
6.50978,116.916
6.51312,116.916
6.51645,116.917
6.51979,116.92
6.52311,116.925
6.52643,116.932
6.52977,116.937
6.5331,116.934
6.53644,116.938
6.53978,116.942
6.54311,116.945
6.54644,116.938
6.54979,116.935
6.55314,116.927
6.55644,116.924
6.55978,116.915
6.5631,116.907
6.56645,116.895
6.56979,116.884
6.57311,116.876
6.57645,116.869
6.57977,116.866
6.58312,116.866
6.58644,116.862
6.58975,116.856
6.59309,116.853
6.59642,116.852
6.59976,116.857
6.60309,116.856
6.60642,116.85
6.60976,116.849
6.61311,116.847
6.61646,116.847
6.61977,116.85
6.6231,116.851
6.62643,116.85
6.62977,116.849
6.63312,116.848
6.63646,116.848
6.63979,116.849
6.64312,116.851
6.64647,116.849
6.6498,116.843
6.65311,116.836
6.65644,116.832
6.65977,116.83
6.66311,116.826
6.66644,116.818
6.66976,116.811
6.67309,116.808
6.67643,116.798
6.67978,116.792
6.68309,116.786
6.68643,116.782
6.68974,116.777
6.69307,116.773
6.69642,116.766
6.69976,116.765
6.7031,116.764
6.70643,116.763
6.70978,116.764
6.71312,116.764
6.71644,116.764
6.71978,116.764
6.72311,116.765
6.72645,116.765
6.72978,116.771
6.73309,116.769
6.73644,116.769
6.73979,116.771
6.74313,116.773
6.74645,116.773
6.74977,116.767
6.7531,116.763
6.75644,116.758
6.75978,116.754
6.76312,116.744
6.76645,116.74
6.76978,116.73
6.77313,116.724
6.77646,116.713
6.77977,116.702
6.7831,116.698
6.78643,116.693
6.78978,116.689
6.79309,116.682
6.79642,116.679
6.79975,116.676
6.80308,116.676
6.80644,116.672
6.80976,116.67
6.8131,116.671
6.81642,116.67
6.81976,116.672
6.82311,116.67
6.82645,116.673
6.82978,116.672
6.83311,116.676
6.83645,116.677
6.83979,116.678
6.84311,116.681
6.84645,116.682
6.84978,116.682
6.85312,116.672
6.85646,116.666
6.85978,116.657
6.86311,116.654
6.86645,116.644
6.86979,116.636
6.8731,116.625
6.87642,116.616
6.87975,116.61
6.88308,116.603
6.88642,116.603
6.88976,116.599
6.89309,116.6
6.89642,116.596
6.89977,116.595
6.90311,116.597
6.90643,116.601
6.90975,116.603
6.91308,116.595
6.91645,116.592
6.91979,116.59
6.92311,116.586
6.92644,116.579
6.92978,116.58
6.93314,116.577
6.93645,116.572
6.93977,116.569
6.9431,116.563
6.94644,116.565
6.94979,116.561
6.95312,116.553
6.95645,116.552
6.95978,116.544
6.96312,116.531
6.96646,116.526
6.96977,116.519
6.9731,116.514
6.97643,116.508
6.97977,116.499
6.98311,116.49
6.98643,116.485
6.98976,116.477
6.99309,116.477
6.99645,116.475
6.99977,116.467
7.00309,116.461
7.00641,116.452
7.00974,116.445
7.01309,116.44
7.01643,116.436
7.01978,116.43
7.02311,116.424
7.02645,116.42
7.02978,116.416
7.0331,116.414
7.03643,116.413
7.03976,116.41
7.0431,116.408
7.04644,116.403
7.04978,116.397
7.05312,116.392
7.05645,116.386
7.05981,116.376
7.06313,116.371
7.06645,116.364
7.06977,116.356
7.0731,116.345
7.07645,116.34
7.07978,116.336
7.08311,116.328
7.08644,116.325
7.08977,116.318
7.09311,116.314
7.09642,116.308
7.09975,116.304
7.10308,116.298
7.10642,116.296
7.10976,116.29
7.11309,116.284
7.11643,116.28
7.11977,116.277
7.12313,116.278
7.12646,116.282
7.12978,116.28
7.1331,116.277
7.13642,116.279
7.13977,116.278
7.14311,116.273
7.14645,116.271
7.14978,116.272
7.15312,116.265
7.15646,116.261
7.15978,116.258
7.16311,116.254
7.16644,116.251
7.16978,116.246
7.17312,116.241
7.17644,116.237
7.17977,116.228
7.1831,116.219
7.18645,116.213
7.18978,116.203
7.1931,116.191
7.19642,116.183
7.19974,116.171
7.20308,116.165
7.20642,116.157
7.20976,116.151
7.21309,116.146
7.21643,116.14
7.21978,116.135
7.22309,116.133
7.22643,116.128
7.22977,116.126
7.23311,116.126
7.23645,116.122
7.23977,116.116
7.2431,116.112
7.24645,116.107
7.2498,116.106
7.25313,116.103
7.25645,116.095
7.25978,116.087
7.26311,116.075
7.26645,116.068
7.26979,116.058
7.27312,116.049
7.27643,116.039
7.27978,116.031
7.28312,116.018
7.28643,116.01
7.28976,116
7.29308,115.995
7.29643,115.992
7.29977,115.984
7.30308,115.973
7.30642,115.968
7.30975,115.961
7.31311,115.959
7.31644,115.956
7.31977,115.949
7.3231,115.942
7.32642,115.935
7.32978,115.929
7.33312,115.922
7.33644,115.922
7.33978,115.918
7.3431,115.915
7.34646,115.911
7.34978,115.907
7.3531,115.903
7.35644,115.902
7.35977,115.898
7.36312,115.887
7.36644,115.879
7.36977,115.872
7.37311,115.864
7.37646,115.858
7.37979,115.846
7.3831,115.834
7.38643,115.82
7.38975,115.807
7.39309,115.797
7.39644,115.789
7.39977,115.783
7.40308,115.777
7.40642,115.766
7.40977,115.756
7.41309,115.753
7.41641,115.749
7.41974,115.74
7.4231,115.734
7.42645,115.73
7.42977,115.728
7.4331,115.72
7.43644,115.714
7.4398,115.711
7.44313,115.707
7.44644,115.697
7.44977,115.689
7.45311,115.689
7.45646,115.683
7.4598,115.674
7.46313,115.663
7.46646,115.652
7.46978,115.638
7.47313,115.632
7.47644,115.621
7.47976,115.612
7.48309,115.602
7.48642,115.589
7.48977,115.576
7.49309,115.561
7.49642,115.548
7.49975,115.544
7.5031,115.539
7.50645,115.533
7.50976,115.522
7.51308,115.515
7.51641,115.508
7.51976,115.502
7.52311,115.493
7.52645,115.486
7.52979,115.482
7.53311,115.472
7.53646,115.466
7.53977,115.46
7.5431,115.462
7.54643,115.458
7.54976,115.448
7.5531,115.436
7.55644,115.433
7.55978,115.425
7.5631,115.415
7.56645,115.403
7.56979,115.393
7.57311,115.383
7.57644,115.371
7.57977,115.358
7.58311,115.35
7.58645,115.344
7.58978,115.33
7.59312,115.324
7.59644,115.312
7.59979,115.307
7.6031,115.3
7.60642,115.29
7.60975,115.279
7.61308,115.268
7.61642,115.261
7.61975,115.256
7.62309,115.251
7.62643,115.243
7.62978,115.237
7.63313,115.231
7.63644,115.225
7.63977,115.217
7.64309,115.21
7.64644,115.207
7.64979,115.2
7.65312,115.194
7.65646,115.185
7.65979,115.179
7.66314,115.173
7.66646,115.163
7.66978,115.15
7.67311,115.14
7.67643,115.131
7.67978,115.123
7.6831,115.106
7.68643,115.091
7.68976,115.081
7.6931,115.07
7.69644,115.06
7.69976,115.051
7.70309,115.038
7.7064,115.025
7.70974,115.013
7.71309,114.998
7.71643,114.993
7.71977,114.979
7.7231,114.971
7.72645,114.957
7.72978,114.944
7.7331,114.935
7.73644,114.931
7.73977,114.926
7.74311,114.92
7.74644,114.918
7.74976,114.913
7.75311,114.914
7.75645,114.909
7.75979,114.911
7.76311,114.909
7.76644,114.901
7.76976,114.893
7.77311,114.883
7.77645,114.874
7.77979,114.865
7.78311,114.851
7.78645,114.835
7.7898,114.823
7.79312,114.807
7.79644,114.795
7.79976,114.784
7.8031,114.773
7.80645,114.763
7.80976,114.755
7.81309,114.742
7.81642,114.739
7.81976,114.736
7.82311,114.733
7.82643,114.727
7.82976,114.716
7.83308,114.707
7.83643,114.705
7.83978,114.701
7.84311,114.696
7.84645,114.692
7.84977,114.685
7.85312,114.674
7.85646,114.664
7.85978,114.658
7.86312,114.654
7.86645,114.649
7.86979,114.637
7.87313,114.625
7.87645,114.612
7.87978,114.603
7.88312,114.596
7.88646,114.588
7.88977,114.58
7.8931,114.571
7.89641,114.559
7.89975,114.55
7.90309,114.546
7.90643,114.536
7.90975,114.526
7.91308,114.517
7.91643,114.507
7.91977,114.501
7.92309,114.492
7.92641,114.484
7.92976,114.477
7.93312,114.466
7.93645,114.454
7.93978,114.453
7.94311,114.449
7.94645,114.444
7.9498,114.441
7.95311,114.435
7.95644,114.429
7.95976,114.42
7.96311,114.419
7.96646,114.415
7.96978,114.408
7.97312,114.396
7.97644,114.386
7.97979,114.378
7.98312,114.366
7.98644,114.358
7.98977,114.347
7.99309,114.339
7.99644,114.323
7.99977,114.314
8.0031,114.303
8.00643,114.298
8.00976,114.294
8.01312,114.284
8.01643,114.276
8.01975,114.271
8.02307,114.267
8.02641,114.265
8.02976,114.262
8.0331,114.256
8.03645,114.25
8.03977,114.245
8.04311,114.243
8.04644,114.24
8.04977,114.236
8.0531,114.227
8.05644,114.22
8.05978,114.21
8.06312,114.203
8.06646,114.192
8.06979,114.183
8.07312,114.17
8.07648,114.157
8.07979,114.147
8.08311,114.137
8.08643,114.128
8.08977,114.115
8.09311,114.103
8.09644,114.089
8.09977,114.076
8.1031,114.062
8.10643,114.049
8.10977,114.037
8.11308,114.028
8.11642,114.018
8.11975,114.005
8.12309,113.999
8.12643,113.995
8.12976,113.991
8.1331,113.986
8.13645,113.981
8.1398,113.981
8.14311,113.976
8.14644,113.965
8.14976,113.958
8.15309,113.952
8.15644,113.946
8.15978,113.936
8.16311,113.924
8.16644,113.917
8.16979,113.908
8.17312,113.897
8.17644,113.883
8.17977,113.875
8.1831,113.868
8.18644,113.858
8.18978,113.843
8.1931,113.827
8.19643,113.816
8.19976,113.801
8.20311,113.788
8.20643,113.775
8.20976,113.765
8.21308,113.751
8.2164,113.733
8.21975,113.721
8.22308,113.714
8.22642,113.709
8.22976,113.701
8.2331,113.696
8.23644,113.689
8.23976,113.679
8.2431,113.673
8.24643,113.669
8.24978,113.666
8.25311,113.658
8.25643,113.65
8.25977,113.637
8.26312,113.63
8.26647,113.619
8.26978,113.61
8.27311,113.601
8.27644,113.585
8.27977,113.572
8.28312,113.558
8.28645,113.543
8.28978,113.529
8.2931,113.521
8.29645,113.503
8.29978,113.491
8.3031,113.476
8.30642,113.459
8.30975,113.447
8.3131,113.436
8.31643,113.426
8.31975,113.412
8.32309,113.401
8.32642,113.387
8.32978,113.381
8.33311,113.371
8.33644,113.359
8.33976,113.352
8.3431,113.343
8.34645,113.333
8.34978,113.322
8.35312,113.315
8.35644,113.301
8.35978,113.29
8.36312,113.28
8.36644,113.274
8.36977,113.268
8.37311,113.257
8.37644,113.246
8.37978,113.236
8.38311,113.222
8.38644,113.21
8.38978,113.201
8.39313,113.191
8.39645,113.176
8.39977,113.161
8.40309,113.151
8.40642,113.141
8.40976,113.13
8.41311,113.115
8.41644,113.101
8.41975,113.09
8.42309,113.08
8.42644,113.071
8.42976,113.065
8.43308,113.052
8.43641,113.038
8.43977,113.029
8.44311,113.019
8.44643,113.008
8.44977,113.004
8.45311,112.994
8.45646,112.987
8.45979,112.975
8.46311,112.958
8.46644,112.952
8.46978,112.942
8.47313,112.928
8.47647,112.918
8.47979,112.904
8.48312,112.889
8.48645,112.879
8.4898,112.866
8.4931,112.851
8.49643,112.838
8.49976,112.816
8.50309,112.796
8.50644,112.775
8.50976,112.759
8.51308,112.752
8.51642,112.742
8.51978,112.729
8.52311,112.713
8.52642,112.702
8.52975,112.695
8.53308,112.688
8.53643,112.679
8.53977,112.673
8.54312,112.661
8.54645,112.647
8.54978,112.633
8.55312,112.624
8.55644,112.615
8.55976,112.609
8.56309,112.595
8.56643,112.583
8.56977,112.569
8.57311,112.553
8.57644,112.537
8.57977,112.52
8.58313,112.509
8.58646,112.491
8.58978,112.481
8.59311,112.462
8.59644,112.451
8.59978,112.439
8.60312,112.423
8.60645,112.415
8.60978,112.405
8.61311,112.395
8.61645,112.38
8.61976,112.367
8.62309,112.351
8.62641,112.339
8.62975,112.327
8.63309,112.311
8.63642,112.304
8.63975,112.288
8.64309,112.272
8.64645,112.261
8.64978,112.249
8.6531,112.237
8.65643,112.231
8.65976,112.225
8.6631,112.215
8.66645,112.209
8.66979,112.198
8.67312,112.191
8.67646,112.186
8.67981,112.176
8.68312,112.164
8.68645,112.154
8.68977,112.141
8.69311,112.128
8.69644,112.114
8.69977,112.104
8.7031,112.09
8.70642,112.074
8.70977,112.064
8.71311,112.051
8.71642,112.037
8.71976,112.028
8.72307,112.016
8.72641,112.003
8.72976,111.992
8.7331,111.977
8.73644,111.968
8.73976,111.957
8.74312,111.941
8.74644,111.928
8.74977,111.918
8.75311,111.91
8.75644,111.9
8.75978,111.889
8.7631,111.879
8.76643,111.865
8.76977,111.855
8.77312,111.847
8.77646,111.843
8.77978,111.834
8.7831,111.82
8.78643,111.8
8.78978,111.786
8.79312,111.775
8.79645,111.763
8.79978,111.752
8.80312,111.738
8.80646,111.725
8.80978,111.707
8.8131,111.689
8.81642,111.678
8.81977,111.667
8.82311,111.649
8.82642,111.63
8.82975,111.613
8.83308,111.601
8.83643,111.592
8.83977,111.582
8.84309,111.571
8.84643,111.564
8.84975,111.552
8.8531,111.551
8.85645,111.543
8.85978,111.539
8.86312,111.533
8.86644,111.526
8.8698,111.513
8.87312,111.499
8.87645,111.49
8.87979,111.479
8.88312,111.466
8.88646,111.443
8.88979,111.424
8.89311,111.41
8.89644,111.395
8.89979,111.378
8.90312,111.364
8.90643,111.345
8.90975,111.321
8.91308,111.304
8.91641,111.291
8.91976,111.281
8.9231,111.27
8.92642,111.25
8.92975,111.231
8.93311,111.218
8.93644,111.207
8.93976,111.198
8.94308,111.188
8.94643,111.176
8.9498,111.161
8.95312,111.147
8.95644,111.132
8.95978,111.118
8.96312,111.109
8.96646,111.097
8.96977,111.08
8.9731,111.064
8.97643,111.051
8.97978,111.037
8.98312,111.022
8.98645,111.006
8.98979,110.993
8.99311,110.985
8.99646,110.973
8.99979,110.956
9.0031,110.943
9.00643,110.929
9.00976,110.914
9.01311,110.895
9.01643,110.878
9.01976,110.862
9.02978,110.814
9.04309,110.748
9.05312,110.711
9.06643,110.667
9.07644,110.633
9.08645,110.603
9.09645,110.57
9.10977,110.52
9.12311,110.451
9.13642,110.409
9.14643,110.38
9.15647,110.353
9.16976,110.298
9.17978,110.256
9.18979,110.212
9.20311,110.155
9.21644,110.091
9.22974,110.026
9.23975,109.979
9.24977,109.951
9.2631,109.922
9.27644,109.882
9.28645,109.837
9.29979,109.769
9.31313,109.722
9.32642,109.666
9.33975,109.599
9.34977,109.563
9.36312,109.514
9.37645,109.48
9.38978,109.431
9.40311,109.356
9.41311,109.304
9.42643,109.232
9.43976,109.164
9.45308,109.11
9.4631,109.067
9.47313,109.039
9.48645,108.982
9.49646,108.944
9.50977,108.896
9.52309,108.836
9.53644,108.777
9.54975,108.721
9.55979,108.678
9.5731,108.651
9.5831,108.617
9.59311,108.583
9.60312,108.526
9.61645,108.452
9.62977,108.372
9.64308,108.304
9.65308,108.255
9.66313,108.219
9.67643,108.167
9.68646,108.131
9.69647,108.09
9.70977,108.022
9.72309,107.948
9.73309,107.899
9.74642,107.839
9.75644,107.805
9.76977,107.763
9.78309,107.718
9.79312,107.685
9.80644,107.634
9.81979,107.578
9.83309,107.516
9.84642,107.459
9.85644,107.418
9.86977,107.381
9.87978,107.357
9.88978,107.328
9.89978,107.286
9.91311,107.226
9.92642,107.177
9.93643,107.146
9.94978,107.096
9.9631,107.056
9.97311,107.028
9.98312,107.014
9.99646,106.986
10.0098,106.945
10.0231,106.894
10.0331,106.847
10.0431,106.816
10.0564,106.769
10.0664,106.737
10.0764,106.704
10.0898,106.665
10.0998,106.637
10.1098,106.604
10.1231,106.55
10.1331,106.499
10.1464,106.442
10.1564,106.41
10.1664,106.393
10.1764,106.364
10.1898,106.323
10.1998,106.288
10.2131,106.247
10.2231,106.214
10.2365,106.167
10.2497,106.103
10.2598,106.067
10.2698,106.029
10.2798,106.002
10.2931,105.953
10.3031,105.919
10.3165,105.858
10.3298,105.803
10.3431,105.752
10.3564,105.697
10.3664,105.668
10.3764,105.638
10.3864,105.621
10.3965,105.589
10.4098,105.541
10.4231,105.479
10.4364,105.409
10.4464,105.362
10.4598,105.28
10.4731,105.223
10.4865,105.185
10.4998,105.139
10.5098,105.099
10.5198,105.054
10.5331,104.994
10.5431,104.935
10.5531,104.883
10.5664,104.816
10.5765,104.767
10.5898,104.715
10.5998,104.675
10.6098,104.635
10.6198,104.598
10.6331,104.535
10.6464,104.471
10.6597,104.419
10.6698,104.38
10.6798,104.347
10.6931,104.284
10.7031,104.236
10.7131,104.191
10.7264,104.133
10.7398,104.058
10.7498,103.998
10.7631,103.93
10.7731,103.89
10.7864,103.84
10.7998,103.781
10.8098,103.74
10.8231,103.676
10.8365,103.622
10.8498,103.565
10.8631,103.514
10.8731,103.479
10.8864,103.435
10.8964,103.401
10.9064,103.37
10.9164,103.335
10.9298,103.278
10.9431,103.209
10.9531,103.16
10.9664,103.107
10.9798,103.066
10.9898,103.034
10.9998,103.002
11.0131,102.947
11.0264,102.892
11.0398,102.842
11.0498,102.787
11.0598,102.741
11.0731,102.676
11.0831,102.632
11.0931,102.606
11.1064,102.565
11.1165,102.529
11.1265,102.482
11.1398,102.425
11.1531,102.375
11.1664,102.325
11.1764,102.296
11.1865,102.267
11.1998,102.232
11.2098,102.193
11.2198,102.159
11.2331,102.107
11.2431,102.064
11.2531,102.023
11.2664,101.966
11.2764,101.938
11.2864,101.894
11.2964,101.865
11.3098,101.823
11.3198,101.794
11.3331,101.727
11.3465,101.681
11.3598,101.633
11.3731,101.578
11.3831,101.549
11.3931,101.52
11.4031,101.498
11.4131,101.473
11.4264,101.424
11.4398,101.385
11.4531,101.336
11.4631,101.304
11.4764,101.261
11.4898,101.226
11.5031,101.19
